ResponseId,Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,Currency,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd
20219,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,14,18,"Developer, back-end","10,000 or more employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Manufacturing,Germany,EUR European Euro,Bash/Shell (all shells);C++;Go;Java;PowerShell;Prolog;Python,Databricks SQL;InfluxDB;Oracle,103021
20223,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1,7,"Developer, back-end",20 to 99 employees,Individual contributor,In-person,Software Development,Greece,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;Python,Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,23203
20226,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9,12,"Developer, desktop or enterprise applications",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,United States of America,USD United States dollar,C#;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;VBA;Visual Basic (.Net),NA,85000
20233,65 years or older,Some college/university study without earning a degree,Employed,39,39,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,Remote,Software Development,Italy,EUR European Euro,JavaScript;PHP;Python;SQL,MySQL;PostgreSQL,116015
20246,35-44 years old,Some college/university study without earning a degree,Employed,10,15,"Developer, full-stack","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Energy,India,INR Indian rupee,Go;HTML/CSS;JavaScript;PHP;PowerShell;TypeScript,MariaDB;MongoDB;MySQL,15111
20249,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11,15,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,France,EUR European Euro,Bash/Shell (all shells);Java;Kotlin;Rust,MongoDB,59167
20255,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,10,"Developer, back-end",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Norway,NOK	Norwegian krone,Kotlin;Rust;SQL;TypeScript,PostgreSQL;SQLite,88154
2026,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10,20,"Developer, mobile",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,Hungary,EUR European Euro,Swift,MongoDB;PostgreSQL;SQLite,4293
20265,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12,13,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,Netherlands,EUR European Euro,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Lisp;Python,BigQuery;Microsoft SQL Server;PostgreSQL,63808
20272,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20,20,"Architect, software or solutions","1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Argentina,ARS	Argentine peso,Bash/Shell (all shells);JavaScript;Lua;Python;SQL,PostgreSQL;Redis;SQLite;Supabase,153550
2028,18-24 years old,Some college/university study without earning a degree,Employed,3,9,"Developer, full-stack","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,C#;Java;JavaScript;PHP;Python;SQL;TypeScript,Oracle;PostgreSQL;Redis,44927
20283,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,2,4,"Developer, front-end",Less than 20 employees,Individual contributor,Remote,Banking/Financial Services,Ukraine,UAH Ukrainian hryvnia,HTML/CSS;JavaScript;TypeScript,NA,7909
20290,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,22,25,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)","Transportation, or Supply Chain",Italy,EUR European Euro,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,37125
20314,45-54 years old,"Associate degree (A.A., A.S., etc.)",Employed,22,26,"Developer, front-end","5,000 to 9,999 employees",Individual contributor,Remote,Energy,Canada,CAD Canadian dollar,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Cosmos DB;Microsoft SQL Server,91198
20324,45-54 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Not employed,25,25,DevOps engineer or professional,NA,NA,NA,NA,Czech Republic,CZK	Czech koruna,Bash/Shell (all shells);Kotlin;Python,NA,78633
20336,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14,18,DevOps engineer or professional,500 to 999 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Portugal,EUR European Euro,Bash/Shell (all shells);Go;JavaScript;Python;TypeScript,Elasticsearch;PostgreSQL;Redis,48726
20347,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7,12,Engineering manager,100 to 499 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Bangladesh,BDT	Bangladeshi taka,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;SQL,Elasticsearch;MySQL;PostgreSQL;Redis,19636
20357,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20,25,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Retail and Consumer Services,Ukraine,USD United States dollar,Elixir;HTML/CSS;TypeScript,PostgreSQL,72000
20360,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15,23,"Architect, software or solutions",Less than 20 employees,Individual contributor,In-person,Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,MySQL;PostgreSQL,81685
20365,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,21,27,Engineering manager,20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Denmark,DKK	Danish krone,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,PostgreSQL;Redis,99844
20367,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",20,14,"Developer, back-end",NA,NA,NA,Software Development,Ukraine,UAH Ukrainian hryvnia,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Dynamodb;PostgreSQL;Redis;Cockroachdb,129418
20389,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6,13,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Government,France,EUR European Euro,C#;HTML/CSS;JavaScript;Python;SQL;Visual Basic (.Net),Microsoft SQL Server;Oracle,44666
20394,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15,28,"Developer, full-stack","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",Denmark,DKK	Danish krone,C#;HTML/CSS;JavaScript;Lua;PowerShell;SQL;TypeScript;VBA,Cosmos DB;Elasticsearch;Microsoft SQL Server;MongoDB;Neo4J;PostgreSQL;Redis,139968
2040,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,19,29,"Developer, back-end","10,000 or more employees",People manager,Remote,Computer Systems Design and Services,United States of America,USD United States dollar,Assembly;Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL,Dynamodb;Elasticsearch;PostgreSQL,285000
20402,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13,17,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);C#;Go;Groovy;HTML/CSS;Java;JavaScript;MicroPython;PowerShell;Python;Rust;SQL;TypeScript,IBM DB2;Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,125000
20412,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12,19,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Poland,PLN Polish zloty,C#;PowerShell,Cosmos DB;Snowflake,70954
20430,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Not employed,11,9,"Developer, back-end",NA,NA,NA,NA,India,INR Indian rupee,C#;Python;SQL,Microsoft SQL Server,33849
20431,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12,20,AI/ML engineer,100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Computer Systems Design and Services,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,NA,NA,272283
20448,35-44 years old,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",20,20,"Developer, back-end",NA,NA,NA,Software Development,Italy,EUR European Euro,Assembly;Bash/Shell (all shells);C;C#;C++;Go;Java;JavaScript;PHP;Python;SQL;TypeScript;VBA;Visual Basic (.Net),Cassandra;MongoDB;MySQL;Neo4J;PostgreSQL;Redis;SQLite,58007
20449,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18,23,"Developer, desktop or enterprise applications",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Denmark,DKK	Danish krone,Assembly;C++;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Microsoft SQL Server;SQLite,101088
2045,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1,8,"Developer, back-end",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);C#;C++;Java;JavaScript;Lua;PowerShell;Python;Rust;SQL,PostgreSQL,29951
2046,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,26,20,"Developer, full-stack","5,000 to 9,999 employees",Individual contributor,Remote,Government,United States of America,USD United States dollar,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server,160000
20481,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5,8,"Developer, full-stack",Less than 20 employees,People manager,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,"Venezuela, Bolivarian Republic of...",USD United States dollar,Dart;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,NA,2300
2049,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14,27,"Developer, full-stack","5,000 to 9,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Other:,Finland,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,Dynamodb;MariaDB,125296
20491,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,22,25,"Developer, desktop or enterprise applications",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,France,EUR European Euro,NA,NA,63808
20500,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5,10,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)","Transportation, or Supply Chain",Sweden,EUR European Euro,C;F#;Go;HTML/CSS;JavaScript;Lisp;Python;Rust;SQL;TypeScript,PostgreSQL;Redis;SQLite;Clickhouse,69609
20537,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18,18,"Developer, back-end",500 to 999 employees,NA,Remote,"Internet, Telecomm or Information Services",Russian Federation,RUB	Russian ruble,Bash/Shell (all shells);C;C++;Rust;Scala;SQL,Elasticsearch;PostgreSQL;Redis;Clickhouse,79108
20542,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25,25,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,C#;HTML/CSS;JavaScript;SQL;TypeScript;Visual Basic (.Net),Microsoft SQL Server;SQLite,81685
2056,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8,10,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Insurance,Romania,RON	Romanian leu,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Elasticsearch;Microsoft SQL Server,57437
20563,25-34 years old,Some college/university study without earning a degree,Employed,12,20,"Developer, game or graphics",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Other:,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,C++;JavaScript;Python,PostgreSQL;Snowflake;SQLite,95299
20565,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11,12,"Developer, back-end",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Media & Advertising Services,Germany,EUR European Euro,Bash/Shell (all shells);Go;Java;JavaScript;Kotlin;Python;Ruby;Scala;TypeScript,BigQuery;Dynamodb;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;SQLite,131097
20593,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,16,20,Data engineer,100 to 499 employees,Individual contributor,Remote,Banking/Financial Services,United States of America,USD United States dollar,Bash/Shell (all shells);Go;Python;R;Rust;Scala;SQL,Databricks SQL;PostgreSQL;Snowflake,850000
20594,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5,6,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,Egypt,EGP	Egyptian pound,JavaScript;PHP,Elasticsearch;MySQL;Redis,17975
206,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,8,"Developer, full-stack",100 to 499 employees,Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Elixir;HTML/CSS;JavaScript;Python;SQL;TypeScript,Elasticsearch;PostgreSQL;Redis;Amazon Redshift,152
20603,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",4,10,"Developer, back-end",NA,NA,NA,Software Development,Canada,CAD Canadian dollar,C#;F#;OCaml;Rust,Dynamodb;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis,58367
20605,25-34 years old,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",14,21,"Developer, full-stack",NA,NA,NA,Energy,Poland,EUR European Euro,Bash/Shell (all shells);C#;HTML/CSS;SQL;TypeScript;Zig,Microsoft SQL Server,86721
20613,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Not employed,2,14,"Developer, desktop or enterprise applications",NA,NA,NA,NA,Germany,EUR European Euro,Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Python;Rust;SQL;Zig,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite;Cockroachdb,81210
20614,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",10,14,"Architect, software or solutions",NA,NA,NA,Software Development,Netherlands,EUR European Euro,Bash/Shell (all shells);Java;JavaScript;Python;TypeScript,Elasticsearch;MongoDB,75410
20618,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",13,20,"Developer, full-stack",NA,NA,NA,Software Development,Bosnia and Herzegovina,USD United States dollar,Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;SQL,PostgreSQL;Redis;Cockroachdb,47000
2062,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8,19,"Developer, back-end",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Energy,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,C;C#;C++;HTML/CSS;JavaScript,NA,57179
20624,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13,18,"Architect, software or solutions","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,United States of America,USD United States dollar,Bash/Shell (all shells);F#;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,BigQuery;Cassandra;Cosmos DB;Elasticsearch;PostgreSQL;Redis,385000
20626,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,30,35,"Developer, desktop or enterprise applications","5,000 to 9,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,United States of America,USD United States dollar,C++,NA,160000
